id,stat,choice1,choice2,credit,laceup_only,tuxedo_only,strapless_bev,bevelled_only,parka_bev,blended_only,cuffs_only,pleated_only,wkday_8_11A,wkday_2_5P,wkday_11_8A,wkday_5_11P,wkday_11_2P,wkend_2_11P,wkend_11_2P,wkend_11_A,sundaybest_flag
146463,short,N/A - No AOG,N/A - No AOG,1. None,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
191757,loyal,T1 Neutral,T2 Slower,1. None,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,0
159770,long,T1 Faster,T2 Faster,2. <10%,2,0,1,2,0,2,0,0,1,1,1,2,1,2,2,1,0
185595,loyal,T1 Faster,T2 Neutral,1. None,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
119617,medium,T1 Slower,T2 Slower,1. None,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0
153151,loyal,T1 Faster,T2 Faster,1. None,2,0,0,0,0,2,0,0,1,2,0,0,1,2,0,0,0
168109,long,T1 Neutral,T2 Slower,1. None,2,0,0,2,0,0,0,0,0,1,0,2,0,1,1,2,0
188295,loyal,T1 Faster,T2 Slower,2. <10%,1,1,2,2,1,1,2,1,2,1,1,2,1,2,2,1,0
135467,loyal,T1 Faster,T2 Neutral,1. None,2,1,1,1,2,1,0,2,2,1,1,1,1,1,1,2,0
125584,medium,T1 Faster,T2 Faster,1. None,1,0,0,0,2,2,0,0,0,1,0,1,2,2,2,0,0
142132,short,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
117940,medium,N/A - No AOG,N/A - No AOG,1. None,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
109959,loyal,T1 Faster,T2 Slower,2. <10%,1,1,2,0,0,2,0,0,1,2,0,1,2,2,0,0,0
173581,loyal,T1 Faster,T2 Faster,1. None,1,0,1,0,2,2,0,2,1,0,0,1,2,2,2,0,0
140241,short,T1 Slower,T2 Slower,1. None,0,2,2,0,0,0,0,0,0,0,0,1,2,0,1,1,0
172003,long,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1
168702,medium,T1 Faster,T2 Neutral,1. None,1,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0
172348,medium,T1 Faster,T2 Slower,3. +10%,0,0,0,0,0,2,0,2,0,1,0,2,1,0,0,0,0
127457,loyal,T1 Faster,T2 Faster,1. None,2,1,1,2,0,0,0,0,1,0,0,2,1,2,0,0,0
157736,loyal,T1 Faster,T2 Slower,1. None,1,0,0,0,0,0,2,0,0,2,0,0,2,0,2,0,0
162001,loyal,T1 Faster,T2 Faster,1. None,2,2,0,0,0,0,0,0,2,0,1,1,2,1,2,2,0
102028,loyal,T1 Slower,T2 Slower,1. None,0,2,2,2,0,0,0,0,0,0,0,2,2,2,0,2,0
155995,medium,T1 Faster,T2 Faster,1. None,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,1
124439,loyal,T1 Faster,T2 Faster,1. None,0,0,2,0,0,2,0,0,1,2,2,2,1,0,2,2,0
172824,medium,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
150996,medium,T1 Faster,T2 Slower,1. None,2,0,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0
170383,loyal,T1 Slower,T2 Slower,1. None,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
130296,long,T1 Faster,T2 Neutral,1. None,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0
170373,long,T1 Faster,T2 Neutral,1. None,1,1,1,2,2,2,0,0,1,1,1,2,0,1,1,0,0
166482,medium,T1 Slower,T2 Slower,1. None,1,2,2,0,0,0,0,0,2,2,0,0,0,0,2,1,0
122912,loyal,T1 Faster,T2 Faster,1. None,2,0,2,1,2,2,1,1,1,2,1,1,1,1,1,2,0
173605,medium,T1 Faster,T2 Slower,1. None,1,2,0,0,1,0,0,0,2,0,0,1,1,1,1,0,0
127219,medium,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1
119863,loyal,T1 Neutral,T2 Slower,1. None,0,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0
118292,loyal,T1 Faster,T2 Faster,1. None,2,0,2,0,0,0,0,2,2,0,0,1,1,0,2,0,0
131920,medium,T1 Neutral,T2 Slower,1. None,2,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0
105051,long,T1 Faster,T2 Slower,1. None,1,1,0,2,0,0,0,0,1,2,0,2,0,2,2,2,0
168714,loyal,T1 Faster,T2 Faster,2. <10%,1,0,2,1,1,0,1,0,1,1,1,1,2,1,2,2,0
190091,loyal,T1 Faster,T2 Faster,1. None,1,1,2,1,2,0,2,2,1,2,0,2,2,2,2,1,0
178498,loyal,T1 Faster,T2 Faster,1. None,2,0,2,2,0,0,0,0,0,2,0,2,0,2,2,0,0
131395,loyal,T1 Faster,T2 Neutral,1. None,1,0,2,1,2,0,2,0,1,2,0,1,2,2,1,0,0
157979,long,T1 Faster,T2 Slower,1. None,1,2,0,2,1,1,2,2,1,1,2,1,1,2,2,2,0
165091,medium,T1 Neutral,T2 Slower,1. None,2,1,1,2,1,0,0,0,1,2,0,2,1,2,2,1,0
132997,loyal,T1 Faster,T2 Neutral,2. <10%,2,0,2,1,2,0,1,0,1,1,0,2,2,2,1,0,0
180884,long,T1 Faster,T2 Slower,1. None,2,1,1,1,0,2,2,2,1,1,2,1,1,1,2,2,0
163026,loyal,N/A - No AOG,N/A - No AOG,1. None,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1
147389,medium,T1 Faster,T2 Faster,1. None,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
118848,loyal,T1 Faster,T2 Faster,1. None,2,0,2,0,2,0,0,2,2,0,0,0,1,2,0,2,0
120627,loyal,T1 Faster,T2 Neutral,1. None,2,1,2,0,1,2,0,0,1,2,2,2,1,2,2,2,0
134518,loyal,T1 Faster,T2 Faster,1. None,2,0,2,2,0,0,0,0,2,2,0,0,0,0,2,2,0
139670,medium,T1 Faster,T2 Slower,1. None,1,0,1,0,0,0,0,2,2,0,2,0,2,1,0,0,0
186039,loyal,T1 Faster,T2 Faster,3. +10%,1,0,2,2,2,0,0,0,1,1,1,1,2,2,2,0,0
119295,long,T1 Faster,T2 Slower,1. None,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
110260,loyal,T1 Faster,T2 Slower,2. <10%,2,1,0,0,0,2,0,0,1,2,0,1,2,1,1,1,0
118375,long,T1 Faster,T2 Slower,1. None,2,0,0,2,0,0,0,0,2,1,2,1,2,0,0,0,0
101454,long,T1 Faster,T2 Faster,1. None,0,0,0,2,0,0,0,0,0,2,0,2,2,0,0,0,0
168452,loyal,N/A - No AOG,N/A - No AOG,1. None,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1
114914,medium,T1 Neutral,T2 Slower,1. None,1,1,1,2,0,1,2,0,1,2,0,2,2,2,0,2,0
196473,medium,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
139023,loyal,T1 Faster,T2 Faster,1. None,2,1,1,0,2,1,0,0,2,1,0,1,2,1,2,2,0
130268,medium,N/A - No AOG,N/A - No AOG,1. None,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1
170425,long,T1 Faster,T2 Faster,3. +10%,0,2,0,0,0,0,0,0,1,0,2,1,0,2,0,2,0
145567,medium,T1 Faster,T2 Slower,1. None,1,0,2,2,0,0,0,0,0,1,2,0,1,2,2,2,0
125396,loyal,T1 Faster,T2 Faster,1. None,2,1,1,0,1,1,1,0,1,0,2,1,1,1,1,2,0
124811,loyal,T1 Faster,T2 Faster,1. None,1,1,1,0,2,0,0,0,1,1,2,1,0,1,1,2,0
177633,loyal,T1 Neutral,T2 Slower,2. <10%,1,2,1,2,1,1,2,2,1,2,1,1,2,1,1,2,0
189672,long,T1 Faster,T2 Faster,1. None,1,1,2,2,0,0,0,0,1,2,0,2,0,0,2,0,0
136639,long,T1 Faster,T2 Faster,2. <10%,1,1,1,1,2,1,0,2,1,1,0,1,2,2,2,0,0
116586,loyal,T1 Faster,T2 Neutral,1. None,2,0,2,2,2,1,0,0,2,1,2,1,1,1,2,2,0
175399,loyal,T1 Faster,T2 Slower,2. <10%,2,1,0,2,0,2,0,0,1,1,2,2,2,2,0,1,0
165302,loyal,T1 Faster,T2 Neutral,1. None,0,2,0,0,0,2,0,0,0,2,0,2,0,2,0,0,0
130321,long,T1 Faster,T2 Slower,1. None,1,1,1,0,0,1,1,0,0,1,1,2,0,2,1,2,0
179086,loyal,T1 Faster,T2 Faster,1. None,1,1,2,2,1,0,0,0,1,2,0,2,2,2,2,1,0
159853,long,T1 Faster,T2 Faster,3. +10%,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0
194303,loyal,T1 Slower,T2 Slower,1. None,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
150101,short,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
182293,long,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
163004,long,T1 Faster,T2 Neutral,1. None,0,0,0,0,2,1,0,2,2,0,0,0,0,0,2,0,0
142168,medium,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
177852,medium,T1 Faster,T2 Neutral,1. None,0,0,0,0,0,2,0,0,0,2,1,2,1,0,1,0,0
189773,loyal,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
185822,long,T1 Faster,T2 Neutral,1. None,0,0,0,2,0,0,0,0,0,2,0,2,0,0,2,0,1
165935,loyal,T1 Faster,T2 Faster,1. None,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
143286,loyal,T1 Slower,T2 Slower,1. None,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
136436,loyal,T1 Faster,T2 Slower,3. +10%,2,0,0,0,1,0,0,0,2,1,0,1,1,1,2,1,0
119063,loyal,T1 Faster,T2 Slower,2. <10%,2,0,0,0,0,2,0,0,0,2,0,2,1,2,2,0,0
141079,medium,T1 Faster,T2 Neutral,1. None,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
173640,loyal,T1 Neutral,T2 Slower,1. None,0,2,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0
178462,long,N/A - No AOG,N/A - No AOG,1. None,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1
139372,medium,N/A - No AOG,N/A - No AOG,1. None,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1
196162,long,T1 Faster,T2 Slower,1. None,2,0,1,2,1,2,2,0,1,1,2,2,0,2,0,1,0
129480,long,T1 Faster,T2 Neutral,1. None,2,1,0,2,2,0,0,0,1,0,2,2,1,2,0,0,0
158254,long,T1 Faster,T2 Faster,1. None,0,0,2,1,0,2,0,0,2,1,0,1,2,1,1,1,0
189916,long,T1 Faster,T2 Neutral,1. None,0,0,2,2,0,0,0,0,2,0,0,0,1,0,2,2,0
122524,medium,T1 Faster,T2 Slower,1. None,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
131829,loyal,T1 Faster,T2 Faster,1. None,1,1,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0
167355,loyal,T1 Faster,T2 Slower,2. <10%,1,2,1,1,2,1,0,1,2,1,1,1,2,1,1,2,0
175381,medium,T1 Faster,T2 Faster,2. <10%,1,0,2,1,1,0,0,0,1,1,2,0,1,0,2,2,0
128538,medium,T1 Faster,T2 Faster,1. None,2,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0
176206,loyal,T1 Neutral,T2 Slower,1. None,1,2,1,0,1,0,1,1,1,1,1,1,2,1,2,1,0
173421,loyal,T1 Faster,T2 Faster,1. None,2,0,0,0,0,0,0,0,2,2,1,1,1,2,2,2,0
184220,loyal,T1 Neutral,T2 Slower,1. None,0,2,2,0,1,2,0,0,1,2,1,1,0,2,2,0,0
163846,loyal,T1 Faster,T2 Faster,1. None,2,0,2,1,1,0,2,0,0,2,0,2,1,2,0,1,0
143449,loyal,T1 Faster,T2 Neutral,2. <10%,2,1,0,1,1,1,0,1,2,1,2,1,1,1,1,2,0
119636,long,T1 Faster,T2 Faster,1. None,2,0,1,0,0,2,0,0,1,2,0,2,0,2,0,0,0
132317,long,T1 Slower,T2 Slower,1. None,1,1,0,2,0,2,2,0,1,2,2,0,1,2,2,0,0
116675,medium,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
157108,long,T1 Faster,T2 Slower,1. None,0,0,2,2,0,0,0,0,2,0,0,0,2,2,0,0,0
178979,loyal,T1 Faster,T2 Neutral,1. None,2,0,1,0,1,0,2,2,0,1,2,2,0,1,0,1,0
107569,loyal,T1 Faster,T2 Faster,1. None,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
109843,loyal,T1 Faster,T2 Neutral,2. <10%,2,1,1,0,1,0,0,0,2,1,2,1,1,1,1,2,0
111808,short,N/A - No AOG,N/A - No AOG,1. None,0,0,0,2,0,0,0,0,0,2,0,2,0,2,2,0,0
116748,long,T1 Faster,T2 Neutral,1. None,2,1,1,0,0,1,0,0,2,1,1,2,1,1,1,2,0
181829,medium,T1 Faster,T2 Faster,1. None,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1
134411,loyal,T1 Faster,T2 Slower,1. None,2,0,1,0,0,0,0,2,2,1,0,0,2,0,2,0,0
114086,long,T1 Faster,T2 Faster,1. None,1,0,1,2,0,2,2,0,0,2,0,2,1,2,2,0,0
104900,long,T1 Slower,T2 Slower,1. None,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1
172265,medium,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
130011,long,T1 Slower,T2 Slower,1. None,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,1
145838,short,T1 Faster,T2 Faster,1. None,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0
164811,loyal,T1 Faster,T2 Slower,1. None,0,2,2,0,0,0,0,0,2,2,0,0,2,0,2,0,0
107095,medium,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
166274,loyal,T1 Faster,T2 Neutral,1. None,1,0,2,2,1,2,2,0,1,1,0,2,1,2,2,2,0
99409,loyal,T1 Faster,T2 Neutral,1. None,2,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,0
130436,long,T1 Neutral,T2 Slower,1. None,1,2,1,0,2,0,0,2,2,1,0,0,0,0,2,2,0
104051,loyal,T1 Faster,T2 Faster,1. None,2,0,0,1,2,0,0,0,0,1,0,2,1,2,0,0,0
133366,loyal,T1 Faster,T2 Faster,1. None,0,0,2,1,2,0,2,2,1,1,0,0,2,0,2,1,0
113021,loyal,T1 Slower,T2 Slower,2. <10%,0,2,0,2,0,0,2,0,2,1,0,1,1,2,2,0,0
192951,loyal,T1 Faster,T2 Faster,1. None,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,2,0
121256,long,T1 Faster,T2 Slower,1. None,2,2,1,1,2,1,2,2,1,2,0,1,2,1,2,1,0
153789,loyal,T1 Faster,T2 Slower,1. None,2,1,1,1,2,1,0,2,2,2,0,2,1,2,1,1,0
99604,long,T1 Faster,T2 Neutral,2. <10%,2,0,1,0,0,0,0,0,2,1,0,1,2,2,2,0,0
160496,long,T1 Faster,T2 Neutral,1. None,2,0,0,0,0,2,0,0,1,0,0,2,2,2,2,0,0
175078,medium,T1 Faster,T2 Faster,1. None,1,0,1,1,1,2,0,0,2,2,0,2,1,2,1,1,0
132793,long,T1 Faster,T2 Neutral,1. None,1,0,1,1,1,2,2,0,0,2,0,2,1,2,1,0,0
129085,loyal,T1 Faster,T2 Slower,1. None,2,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,1
175201,medium,T1 Neutral,T2 Slower,1. None,2,0,2,0,0,0,0,0,1,2,0,2,2,1,0,0,0
182184,loyal,T1 Faster,T2 Slower,1. None,1,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0
158795,medium,T1 Faster,T2 Slower,1. None,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1
114206,medium,T1 Faster,T2 Neutral,1. None,0,2,1,2,2,0,2,0,1,2,2,2,2,0,0,0,0
171532,medium,T1 Faster,T2 Neutral,1. None,1,2,0,0,0,1,0,0,2,2,0,2,1,2,2,1,0
179801,medium,T1 Faster,T2 Slower,1. None,2,1,0,2,0,0,0,0,2,2,0,0,2,0,0,2,0
107964,loyal,N/A - No AOG,N/A - No AOG,3. +10%,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
157711,medium,T1 Faster,T2 Neutral,1. None,1,1,2,0,2,0,0,0,0,1,0,2,2,2,2,0,0
104062,long,T1 Faster,T2 Slower,1. None,2,0,2,1,0,0,1,0,2,0,2,0,1,1,0,2,0
119084,long,T1 Faster,T2 Neutral,1. None,2,0,0,0,0,2,0,0,0,2,0,2,1,0,2,0,0
153490,long,T1 Faster,T2 Faster,1. None,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
184365,loyal,T1 Faster,T2 Slower,1. None,2,1,0,1,0,0,1,2,2,0,0,0,1,0,0,2,0
140055,medium,T1 Slower,T2 Slower,1. None,0,2,2,0,1,0,0,0,1,2,0,1,2,2,1,1,0
107118,loyal,T1 Faster,T2 Faster,2. <10%,1,1,2,2,1,1,0,0,1,1,0,2,2,1,1,1,0
168953,loyal,T1 Faster,T2 Neutral,2. <10%,2,1,2,0,2,0,0,0,1,2,0,2,1,2,0,0,0
179445,long,T1 Faster,T2 Faster,1. None,0,0,1,2,0,2,0,0,0,2,1,2,1,2,1,0,0
124187,medium,T1 Slower,T2 Slower,2. <10%,0,0,0,2,1,0,0,0,2,1,0,1,1,1,1,0,0
193858,medium,T1 Faster,T2 Neutral,1. None,1,0,2,1,1,2,2,0,0,2,1,2,0,1,0,1,0
176024,long,T1 Faster,T2 Faster,1. None,2,0,1,2,0,0,1,0,0,2,1,2,1,2,1,0,0
150877,loyal,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
112184,loyal,T1 Faster,T2 Slower,1. None,1,2,2,0,0,1,0,0,1,1,1,1,1,1,2,2,0
162118,long,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
179162,loyal,T1 Faster,T2 Neutral,2. <10%,1,2,1,1,2,0,0,2,2,1,1,1,1,1,2,2,0
182551,medium,T1 Faster,T2 Neutral,1. None,2,0,0,0,0,2,0,0,1,0,2,0,0,0,2,2,0
190514,loyal,T1 Slower,T2 Slower,1. None,1,2,1,1,1,1,1,0,2,1,2,1,1,1,2,2,0
147216,medium,T1 Slower,T2 Slower,1. None,0,0,0,2,0,0,0,0,2,0,0,2,1,0,2,0,0
162616,long,T1 Faster,T2 Faster,1. None,1,2,1,0,1,0,2,0,1,1,2,2,1,2,2,2,0
124053,long,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1
121007,medium,T1 Faster,T2 Neutral,1. None,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
119727,medium,T1 Faster,T2 Faster,1. None,0,0,2,0,1,0,0,0,1,0,2,0,0,1,1,2,0
136142,loyal,T1 Faster,T2 Neutral,2. <10%,2,1,1,0,1,0,0,1,2,1,2,1,1,0,0,2,0
151363,medium,T1 Slower,T2 Slower,2. <10%,1,2,0,2,0,0,0,0,0,2,0,2,1,2,1,1,0
114418,medium,T1 Faster,T2 Neutral,1. None,0,0,0,0,0,2,0,0,1,1,0,1,1,2,2,2,0
142926,loyal,T1 Faster,T2 Faster,1. None,0,0,0,2,0,2,0,0,2,0,0,2,2,0,2,0,0
147106,medium,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
163852,long,T1 Faster,T2 Faster,1. None,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
194087,loyal,T1 Neutral,T2 Slower,1. None,0,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0
116387,loyal,T1 Faster,T2 Faster,1. None,1,1,1,0,0,0,0,0,2,0,1,0,2,0,0,2,0
137934,loyal,T1 Faster,T2 Faster,2. <10%,1,1,1,1,0,2,1,0,2,1,1,1,2,1,2,2,0
138760,loyal,T1 Faster,T2 Neutral,1. None,2,0,2,1,2,0,0,0,1,2,0,1,2,1,1,2,0
122181,loyal,T1 Neutral,T2 Slower,1. None,0,2,2,0,0,0,2,0,0,2,0,0,2,2,0,0,1
172079,medium,T1 Faster,T2 Faster,1. None,0,0,2,0,2,2,0,0,2,2,0,0,0,0,2,0,0
162450,long,N/A - No AOG,N/A - No AOG,1. None,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1
152966,loyal,T1 Neutral,T2 Slower,2. <10%,1,2,1,2,1,1,2,1,1,1,2,1,1,2,1,2,0
189863,long,T1 Slower,T2 Slower,1. None,1,2,1,0,2,0,2,0,1,1,0,1,2,0,2,0,0
111655,loyal,T1 Faster,T2 Slower,1. None,1,2,1,0,1,2,0,2,2,1,0,1,1,1,1,2,0
193743,loyal,T1 Faster,T2 Slower,1. None,1,2,0,2,2,0,0,0,1,2,0,0,2,2,2,2,0
178999,long,T1 Faster,T2 Neutral,1. None,2,1,2,1,0,2,0,0,0,1,1,2,2,2,1,1,0
99740,medium,T1 Neutral,T2 Slower,1. None,0,2,2,0,2,0,0,0,2,2,0,0,1,2,2,0,0
145345,loyal,T1 Faster,T2 Faster,2. <10%,2,0,1,0,0,1,0,0,0,1,1,2,2,2,1,1,0
178972,long,T1 Faster,T2 Slower,1. None,0,0,1,0,1,0,2,2,1,2,2,2,1,0,0,0,0
175229,loyal,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1
130615,medium,N/A - No AOG,N/A - No AOG,1. None,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1
131877,medium,T1 Faster,T2 Faster,1. None,1,0,2,1,2,1,2,0,1,1,0,1,2,2,2,1,0
127157,long,T1 Faster,T2 Slower,1. None,1,1,1,1,1,0,1,1,1,1,0,1,2,1,1,0,0
196442,loyal,T1 Faster,T2 Faster,1. None,1,0,1,2,0,2,2,0,0,2,0,2,1,2,0,2,0
196393,long,T1 Faster,T2 Faster,1. None,1,1,2,0,2,2,0,1,2,1,1,1,2,1,2,2,0
158504,short,N/A - No AOG,N/A - No AOG,1. None,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
111706,long,T1 Faster,T2 Neutral,2. <10%,1,0,0,2,1,2,0,0,0,2,0,2,1,2,0,1,0
169354,medium,T1 Faster,T2 Neutral,1. None,1,0,2,2,0,0,0,0,0,1,0,2,1,2,0,0,0
141811,long,T1 Faster,T2 Neutral,1. None,1,0,1,2,2,1,0,0,1,1,2,1,2,1,0,1,0
145457,medium,T1 Faster,T2 Slower,1. None,2,0,2,1,1,1,1,0,0,1,1,2,2,1,0,0,0
179498,loyal,T1 Faster,T2 Slower,1. None,1,1,1,0,0,2,0,2,1,1,0,2,1,2,1,2,0
137911,loyal,T1 Faster,T2 Neutral,1. None,0,0,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0
166102,loyal,T1 Faster,T2 Neutral,1. None,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,0
178026,loyal,T1 Slower,T2 Slower,2. <10%,0,2,1,1,0,0,0,0,1,2,0,2,1,2,1,0,0
165166,medium,T1 Faster,T2 Slower,1. None,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
188613,loyal,T1 Faster,T2 Faster,2. <10%,1,0,2,1,1,0,1,0,2,1,2,1,1,1,2,1,0
174246,short,T1 Faster,T2 Slower,1. None,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
151395,loyal,T1 Faster,T2 Faster,1. None,2,0,2,1,1,0,0,0,1,2,0,2,1,2,1,0,0
191738,loyal,T1 Faster,T2 Faster,1. None,1,1,1,2,2,1,2,2,1,2,0,2,2,2,1,0,0
103810,long,T1 Faster,T2 Faster,1. None,0,0,2,0,0,0,2,0,1,2,0,0,0,2,0,0,0
174252,loyal,T1 Faster,T2 Faster,1. None,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,2,1
184309,loyal,T1 Slower,T2 Slower,1. None,0,2,0,0,0,0,0,0,2,1,0,0,1,0,2,0,0
113383,medium,T1 Faster,T2 Slower,1. None,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0
135728,loyal,T1 Slower,T2 Slower,1. None,1,2,0,0,0,0,0,0,1,2,2,1,2,1,1,1,0
148244,long,T1 Faster,T2 Neutral,2. <10%,2,0,2,2,0,0,2,0,1,2,0,2,1,2,0,0,0
123412,loyal,T1 Faster,T2 Faster,1. None,1,0,2,1,2,2,1,1,1,1,1,2,1,2,1,1,0
98759,loyal,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,1
106363,short,T1 Faster,T2 Slower,1. None,2,0,0,2,0,0,0,0,2,0,0,0,2,1,0,2,0
158821,loyal,T1 Faster,T2 Neutral,2. <10%,2,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,0
156271,medium,N/A - No AOG,N/A - No AOG,1. None,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1
192133,long,T1 Faster,T2 Neutral,1. None,2,0,1,1,2,0,0,2,2,0,2,0,1,0,2,1,0
156833,long,T1 Faster,T2 Neutral,1. None,2,0,2,2,2,0,0,0,0,2,1,2,1,2,0,0,0
109977,medium,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
116274,loyal,T1 Faster,T2 Faster,1. None,2,0,2,0,0,2,0,0,2,0,2,2,0,0,0,0,0
152419,medium,T1 Faster,T2 Slower,3. +10%,0,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,1
129181,long,T1 Faster,T2 Neutral,1. None,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0
177093,loyal,T1 Faster,T2 Faster,1. None,1,1,2,0,2,1,2,0,1,2,0,2,1,1,0,2,0
194516,loyal,T1 Neutral,T2 Slower,2. <10%,2,0,1,1,2,0,2,0,2,2,1,1,2,1,1,1,0
123220,loyal,T1 Faster,T2 Faster,1. None,2,0,2,1,1,2,0,0,1,2,1,2,2,2,1,1,0
195928,medium,N/A - No AOG,N/A - No AOG,1. None,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1
182536,loyal,T1 Faster,T2 Slower,1. None,1,2,1,2,0,2,0,0,1,1,1,2,2,2,2,0,0
100218,loyal,T1 Faster,T2 Faster,1. None,2,0,0,2,0,0,0,0,0,2,0,2,1,2,1,0,0
156185,medium,N/A - No AOG,N/A - No AOG,1. None,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
184110,loyal,T1 Faster,T2 Slower,1. None,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,1
145502,loyal,N/A - No AOG,N/A - No AOG,1. None,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,1
